,T_Creation Date,T_Status,T_SRN,T_Type of SR,T_Tree Location,T_Street Address,T_Zip,T_X-Coordinate,T_Y-Coordinate,T_Ward,T_Police_District,T_Community_Area,T_Latitude,T_Longitude
1168,2018-11-19T00:00:00.000,Completed,18-03184271,Tree Trim,Parkway,13123 S MACKINAW AVE,60633,1200398.17999201,1818502.17997151,10,4,55,41.656745525189244,-87.54236302272125
1169,2018-11-19T00:00:00.000,Open,18-03188700,Tree Trim,Parkway,5337 W BYRON ST,60641,1140079.58593299,1925405.06309696,38,16,15,41.951411676455066,-87.76047238616992
1170,2018-11-19T00:00:00.000,Open,18-03188573,Tree Trim,Parkway,5453 W DAKIN ST,60641,1139290.5671335,1925738.04988996,38,16,15,41.95233985934741,-87.76336469867422
1171,2018-11-19T00:00:00.000,Open,18-03188447,Tree Trim,Parkway,5341 W DAKIN ST,60641,1140042.92602105,1925732.85181389,38,16,15,41.952311831847396,-87.76059909653456
1172,2018-11-19T00:00:00.000,Open,18-03188590,Tree Trim,Parkway,5510 W DAKIN ST,60641,1138912.30202038,1925706.98009265,38,16,15,41.95226149558043,-87.76475598913179
1173,2018-11-19T00:00:00.000,Open - Dup,18-03188564,Tree Trim,Parkway,5440 W DAKIN ST,60641,1139378.62702079,1925740.16991717,38,16,15,41.952344069397164,-87.76304093171494
1174,2018-11-19T00:00:00.000,Open,18-03188582,Tree Trim,Parkway,5504 W DAKIN ST,60641,1138952.80202038,1925707.88009265,38,16,15,41.95226322787008,-87.76460708612154
1175,2018-11-19T00:00:00.000,Completed,18-03187191,Tree Trim,Location Not Recorded,6409 S PEORIA ST,60621,1171407.88250688,1862341.75082561,16,7,68,41.77772880519353,-87.64716344120018
1176,2018-11-19T00:00:00.000,Open - Dup,18-03184296,Tree Trim,Parkway,5937 W WAVELAND AVE,60634,1136123.95207245,1923993.48648463,36,16,15,41.94760979893796,-87.77504721755514
1177,2018-11-19T00:00:00.000,Open,18-03188542,Tree Trim,Parkway,5413 W DAKIN ST,60641,1139561.42702079,1925744.66991717,38,16,15,41.95235307795078,-87.76236883429488
1178,2018-11-19T00:00:00.000,Open,18-03188704,Tree Trim,Location Not Recorded,5852 N MAPLEWOOD AVE,60659,1158271.70879946,1938775.13858493,40,20,2,41.98774670175409,-87.69323109461061
1179,2018-11-19T00:00:00.000,Open,18-03188680,Tree Trim,Parkway,5406 W BYRON ST,60641,1139618.49001171,1925422.49000046,38,16,15,41.95146794234652,-87.76216695924914
1180,2018-11-19T00:00:00.000,Open,18-03185797,Tree Trim,Parkway,9745 S CALUMET AVE,60628,1180298.75117345,1840429.30781975,9,5,49,41.7173992826455,-87.61524000490282
1181,2018-11-19T00:00:00.000,Open,18-03188219,Tree Trim,Parkway,5307 W AGATITE AVE,60630,1140169.40717789,1929075.38047767,38,16,15,41.96148171557077,-87.76005194314568
1182,2018-11-19T00:00:00.000,Open - Dup,18-03185855,Tree Trim,Parkway,4428 S WHIPPLE ST,60632,1156771.00367509,1875126.39308827,15,9,58,41.813119596306144,-87.70047775037267
1183,2018-11-19T00:00:00.000,Open,18-03183312,Tree Trim,Parkway,10737 S PRAIRIE AVE,60628,1179819.765075,1833769.46505,9,5,49,41.69913473568017,-87.6171971727978
1184,2018-11-18T00:00:00.000,Open,18-03179153,Tree Trim,Parkway,3028 W LEXINGTON ST,60612,1156294.71042954,1896546.87106709,28,11,27,41.87190950346116,-87.701646936562
1185,2018-11-18T00:00:00.000,Completed,18-03179967,Tree Trim,Parkway,7225 S SACRAMENTO AVE,60629,1157622.54963426,1856568.17942229,18,8,66,41.762175992297216,-87.69785735951271
1186,2018-11-18T00:00:00.000,Open,18-03180810,Tree Trim,Alley,4452 N MELVINA AVE,60630,1134216.589275,1928976.833225,38,16,15,41.96131849279153,-87.78194047906915
1187,2018-11-18T00:00:00.000,Completed,18-03179989,Tree Trim,Parkway,8758 S CREGIER AVE,60617,1189712.89681516,1847182.25992242,8,4,48,41.735709431391825,-87.58054409103713
1188,2018-11-18T00:00:00.000,Open,18-03180071,Tree Trim,Parkway,1311 N LAWNDALE AVE,60651,1151459.84002679,1908475.7813286,26,25,23,41.904739937658384,-87.7190843410806
1189,2018-11-18T00:00:00.000,Completed - Dup,18-03181686,Tree Trim,Location Not Recorded,5828 N WEST CIRCLE AVE,60631,1127766.50342322,1938291.79357512,41,16,10,41.98699115844934,-87.80544394003266
1190,2018-11-18T00:00:00.000,Open - Dup,18-03180689,Tree Trim,Parkway,2048 W MELROSE ST,60618,1162121.09373004,1921575.64596851,32,19,5,41.94047067583871,-87.67955551464483
1191,2018-11-18T00:00:00.000,Completed,18-03179490,Tree Trim,Parkway,3859 W ADDISON ST,60618,1149937.56001646,1923651.84031996,30,17,21,41.94641416600478,-87.72428020428936
1192,2018-11-17T00:00:00.000,Open,18-03177634,Tree Trim,Alley,10726 S CHURCH ST,60643,1167958.34367914,1833599.86052376,19,22,75,41.69893175432199,-87.66063312689137
1193,2018-11-17T00:00:00.000,Open,18-03174906,Tree Trim,Parkway,1406 N HOYNE AVE,60622,1162142.5196091,1909438.23267487,2,14,24,41.90716436545182,-87.67981674094078
1194,2018-11-17T00:00:00.000,Open,18-03176290,Tree Trim,Parkway,12014 S PERRY AVE,60628,1177754.20602294,1825235.71128219,9,5,53,41.67576373462941,-87.6250171822426
1195,2018-11-17T00:00:00.000,Open,18-03176150,Tree Trim,Parkway,3125 W EASTWOOD AVE,60625,1154707.52397757,1930677.66783369,33,17,14,41.96559914663546,-87.70655834940044
1196,2018-11-17T00:00:00.000,Open,18-03176574,Tree Trim,Parkway,7105 W BERWYN AVE,60656,1127957.96062854,1934692.96470277,41,16,10,41.977112372011746,-87.80482141667264
1197,2018-11-17T00:00:00.000,Open,18-03176575,Tree Trim,Parkway,7101 W BERWYN AVE,60656,1127983.36062854,1934693.36470277,41,16,10,41.97711303958667,-87.80472799836019
1198,2018-11-16T00:00:00.000,Open,18-03169006,Tree Trim,Parkway,5429 N MILWAUKEE AVE,60630,1136940.81122858,1935828.51082226,45,16,11,41.98007157453014,-87.77175947622705
1199,2018-11-16T00:00:00.000,Completed,18-03171290,Tree Trim,Parkway,8756 S ESCANABA AVE,60617,1196907.77929358,1847467.15830187,10,4,46,41.73631549954434,-87.55417583997351
1200,2018-11-16T00:00:00.000,Open,18-03172912,Tree Trim,Parkway,9 W KINZIE ST,60654,1176215.61801203,1903020.80770004,42,18,8,41.889248785239346,-87.62831432896115
1201,2018-11-16T00:00:00.000,Completed,18-03170975,Tree Trim,Alley,8411 S EXCHANGE AVE,60617,1197293.25321497,1849783.56030458,10,4,46,41.74266230229401,-87.55268664567566
1202,2018-11-16T00:00:00.000,Completed,18-03172533,Tree Trim,Location Not Recorded,2738 N MONTICELLO AVE,60647,1151581.55501821,1917965.3252673,35,25,22,41.93077770265363,-87.71838729360812
1203,2018-11-16T00:00:00.000,Completed,18-03172530,Tree Trim,Location Not Recorded,2724 N MONTICELLO AVE,60647,1151584.05501821,1917871.9252673,35,25,22,41.93052135607835,-87.71838056833188
1204,2018-11-16T00:00:00.000,Open,18-03172305,Tree Trim,Parkway,2212 W IOWA ST,60622,1161494.05209414,1905963.34521258,2,12,24,41.89764253698408,-87.68229571420567
1205,2018-11-16T00:00:00.000,Open,18-03169973,Tree Trim,Parkway,10801 S WALLACE ST,60628,1174224.04630651,1833258.29789764,34,22,49,41.697857869826024,-87.63770118237443
1206,2018-11-16T00:00:00.000,Open,18-03172301,Tree Trim,Parkway,4919 W PATTERSON AVE,60641,1142902.03472386,1923816.96077021,30,16,15,41.947001542830805,-87.75013673388526
1207,2018-11-16T00:00:00.000,Open,18-03171668,Tree Trim,Vacant Lot,6321 S CHAMPLAIN AVE,60637,1181654.53406605,1863239.4902173,20,3,42,41.77996178610546,-87.60957164301108
1208,2018-11-16T00:00:00.000,Open,18-03168859,Tree Trim,Parkway,5422 N OCTAVIA AVE,60656,1126552.42257605,1935342.47000426,41,16,10,41.97891836194175,-87.80997573341514
1209,2018-11-16T00:00:00.000,Completed,18-03170207,Tree Trim,Parkway,5525 S TROY ST,60629,1156321.40001556,1867819.92003232,14,8,63,41.79307871512104,-87.7023236805372
1210,2018-11-16T00:00:00.000,Open,18-03172036,Tree Trim,Parkway,1833 N CLEVELAND AVE,60614,1172643.10956831,1912473.0167839,43,18,7,41.91526595955129,-87.6411538224605
1211,2018-11-16T00:00:00.000,Open,18-03169342,Tree Trim,Parkway,1931 W POTOMAC AVE,60622,1163284.18032743,1908668.42999701,1,14,24,41.90502802686413,-87.67564461518471
1212,2018-11-16T00:00:00.000,Open,18-03173011,Tree Trim,Location Not Recorded,2844 W BALMORAL AVE,60625,1156421.04152077,1935742.74410644,40,20,4,41.97946341850859,-87.70012043713787
1213,2018-11-16T00:00:00.000,Open,18-03171397,Tree Trim,Parkway,1031 N KEELER AVE,60651,1148190.13372965,1906670.21012994,37,11,23,41.89984888294465,-87.73114158901011
1214,2018-11-16T00:00:00.000,Open,18-03170686,Tree Trim,Parkway,9157 S LOOMIS ST,60620,1168603.69039759,1844023.53797555,21,22,73,41.72752208331619,-87.65797079778223
1215,2018-11-16T00:00:00.000,Open,18-03170867,Tree Trim,Parkway,6505 N MAPLEWOOD AVE,60645,1158140.48112763,1943083.79749666,50,24,2,41.99957252444414,-87.69359536835408
1216,2018-11-16T00:00:00.000,Open,18-03172723,Tree Trim,Parkway,5638 N MAPLEWOOD AVE,60659,1158315.38498724,1937355.36447271,40,20,2,41.983849884020955,-87.69310948594985
1217,2018-11-16T00:00:00.000,Completed,18-03172515,Tree Trim,Location Not Recorded,1734 W HURON ST,60622,1164712.66536984,1904734.48170039,1,12,24,41.8942028141397,-87.67050900634071
1218,2018-11-16T00:00:00.000,Completed - Dup,18-03171686,Tree Trim,Parkway,5935 N CAMPBELL AVE,60659,1158584.99907103,1939335.0496314,40,20,2,41.98927668992759,-87.69206337177926
1219,2018-11-16T00:00:00.000,Open,18-03168448,Tree Trim,Vacant Lot,6400 S STEWART AVE,60621,1174724.84406935,1862496.06633403,20,7,68,41.77807899231442,-87.6349988590755
1220,2018-11-16T00:00:00.000,Open,18-03170389,Tree Trim,Location Not Recorded,11740 S SANGAMON ST,60643,1172101.02289814,1826975.47267871,34,5,53,41.68066358831759,-87.64565820385135
1221,2018-11-15T00:00:00.000,Completed,18-03164495,Tree Trim,Location Not Recorded,11027 S WALLACE ST,60628,1174271.19410141,1831757.47672307,34,22,49,41.693738344189185,-87.6375729418172
1222,2018-11-15T00:00:00.000,Open,18-03166281,Tree Trim,Parkway,6554 S KIMBARK AVE,60637,1185765.54409735,1861793.36473084,20,3,42,41.77589755457925,-87.59454582673048
1223,2018-11-15T00:00:00.000,Completed,18-03164414,Tree Trim,Parkway,2152 N LECLAIRE AVE,60639,1142038.40640276,1913833.54810568,36,25,19,41.91962214647033,-87.75355938616372
1224,2018-11-15T00:00:00.000,Open,18-03161747,Tree Trim,Parkway,5123 N NEWCASTLE AVE,60656,1129929.17599772,1933636.7132955,41,16,10,41.9741803107322,-87.79759651354993
1225,2018-11-15T00:00:00.000,Completed,18-03165611,Tree Trim,Location Not Recorded,2731 N MONTICELLO AVE,60647,1151582.75501821,1917918.6252673,35,25,22,41.930649530351495,-87.71838411470499
1226,2018-11-15T00:00:00.000,Completed,18-03165606,Tree Trim,Location Not Recorded,2707 N MONTICELLO AVE,60647,1151587.05501821,1917758.5252673,35,25,22,41.9302101179828,-87.71837253284652
1227,2018-11-15T00:00:00.000,Open,18-03166232,Tree Trim,Parkway,3921 N HERMITAGE AVE,60613,1163977.97619912,1926084.51222961,47,19,6,41.95280417161593,-87.67260310172306
1228,2018-11-15T00:00:00.000,Open,18-03164277,Tree Trim,Parkway,3138 N LOTUS AVE,60641,1139485.01859992,1920331.29357738,31,25,19,41.93749963725069,-87.76278217820358
1229,2018-11-15T00:00:00.000,Completed,18-03164914,Tree Trim,Parkway,7703 S RIDGELAND AVE,60649,1189206.12529496,1854248.79799577,8,4,43,41.75511282577352,-87.58217468472931
1230,2018-11-15T00:00:00.000,Open,18-03166177,Tree Trim,Parkway,6546 S KIMBARK AVE,60637,1185764.17308766,1861847.28008375,20,3,42,41.77604553532677,-87.59454915471198
1231,2018-11-15T00:00:00.000,Completed,18-03165294,Tree Trim,Location Not Recorded,3856 W 83RD ST,60652,1152128.10417228,1849262.17790237,18,8,70,41.74223671288326,-87.71818689661917
1232,2018-11-15T00:00:00.000,Completed - Dup,18-03161077,Tree Trim,Parkway,1627 W HOLLYWOOD AVE,60660,1164395.50911619,1937858.32946649,40,20,77,41.98510314699495,-87.6707335026319
1233,2018-11-15T00:00:00.000,Completed,18-03167468,Tree Trim,Parkway,2659 N MARMORA AVE,60639,1136604.44570314,1917070.63840483,30,25,19,41.92860416336713,-87.77344720755846
1234,2018-11-15T00:00:00.000,Completed,18-03165413,Tree Trim,Location Not Recorded,6055 S TALMAN AVE,60629,1159745.74086992,1864401.48409986,16,8,66,41.7836284018271,-87.68986072050923
1235,2018-11-15T00:00:00.000,Open,18-03164559,Tree Trim,Parkway,2034 W THOMAS ST,60622,1162640.82669702,1907325.66480189,2,12,24,41.90135688971903,-87.67804552650072
1236,2018-11-15T00:00:00.000,Completed,18-03165612,Tree Trim,Location Not Recorded,2735 N MONTICELLO AVE,60647,1151582.05501821,1917945.3252673,35,25,22,41.9307228111497,-87.7183859833406
1237,2018-11-15T00:00:00.000,Completed,18-03164554,Tree Trim,Location Not Recorded,955 E 72ND ST,60619,1183919.6950268,1857479.559182,5,3,69,41.76410338080907,-87.60144703369218
1238,2018-11-15T00:00:00.000,Completed,18-03164238,Tree Trim,Location Not Recorded,1000 N LONG AVE,60651,1140128.14616575,1906138.24316768,37,15,25,41.89854057221695,-87.7607667943878
1239,2018-11-15T00:00:00.000,Completed,18-03163366,Tree Trim,Location Not Recorded,5136 N NOTTINGHAM AVE,60656,1128300.66770595,1933696.04842744,41,16,10,41.974370922614845,-87.80358377322122
1240,2018-11-15T00:00:00.000,Completed,18-03165613,Tree Trim,Location Not Recorded,2736 N MONTICELLO AVE,60647,1151581.85501821,1917951.9252673,35,25,22,41.9307409260349,-87.718386544347
1241,2018-11-15T00:00:00.000,Completed,18-03165615,Tree Trim,Location Not Recorded,2738 N MONTICELLO AVE,60647,1151581.55501821,1917965.3252673,35,25,22,41.93077770265363,-87.71838729360812
1242,2018-11-15T00:00:00.000,Completed,18-03165598,Tree Trim,Location Not Recorded,2705 N MONTICELLO AVE,60647,1151587.45501821,1917745.2252673,35,25,22,41.93017361380063,-87.71837141348331
1243,2018-11-15T00:00:00.000,Open,18-03163902,Tree Trim,Parkway,4601 N LOWELL AVE,60630,1146401.05283162,1930224.2738221,39,17,16,41.964517676157215,-87.73711133544076
1244,2018-11-15T00:00:00.000,Completed,18-03164555,Tree Trim,Location Not Recorded,952 E 72ND ST,60619,1183904.8950268,1857479.259182,5,3,69,41.76410290312655,-87.601501287962
1245,2018-11-15T00:00:00.000,Open - Dup,18-03166191,Tree Trim,Parkway,6550 S KIMBARK AVE,60637,1185756.27308766,1862157.18008375,20,3,42,41.776896114097426,-87.59456835557465
1246,2018-11-15T00:00:00.000,Open,18-03165040,Tree Trim,Parkway,2941 S UNION AVE,60616,1172106.75762717,1885391.26093022,11,9,60,41.84096365522582,-87.64392351357367
1247,2018-11-15T00:00:00.000,Open,18-03165700,Tree Trim,Location Not Recorded,10930 S EBERHART AVE,60628,1181515.24278823,1832581.24410279,9,5,49,41.695835243107936,-87.61102564247736
1248,2018-11-15T00:00:00.000,Open,18-03166978,Tree Trim,Parkway,2705 W 83RD ST,60652,1159761.48008356,1849484.85637603,18,8,70,41.74269463623309,-87.6902119034659
1249,2018-11-15T00:00:00.000,Completed,18-03165222,Tree Trim,Location Not Recorded,1806 E 83RD ST,60617,1189702.8792849,1850301.94761304,8,4,45,41.74427039321265,-87.58048080484777
1250,2018-11-15T00:00:00.000,Open,18-03163474,Tree Trim,Parkway,1848 W WAVELAND AVE,60613,1163243.54621256,1924594.73992641,47,19,5,41.94873166662288,-87.67534494384472
1251,2018-11-15T00:00:00.000,Completed,18-03163701,Tree Trim,Parkway,416 W 117TH ST,60628,1175550.68948762,1827326.47463255,34,5,53,41.68155054148132,-87.63302030258637
1252,2018-11-15T00:00:00.000,Completed,18-03163247,Tree Trim,Parkway,13357 S MACKINAW AVE,60633,1200428.19230041,1816999.8131173,10,4,55,41.65262210682649,-87.5423036523299
1253,2018-11-15T00:00:00.000,Open - Dup,18-03165776,Tree Trim,Parkway,634 W 59TH ST,60621,1172972.34229856,1865764.96179467,20,7,68,41.787088081384304,-87.64132712604263
1254,2018-11-15T00:00:00.000,Open,18-03162885,Tree Trim,Parkway,3400 S BELL AVE,60608,1161909.37726805,1882095.37716945,12,9,59,41.8321379077411,-87.68143595801327
1255,2018-11-15T00:00:00.000,Open,18-03166088,Tree Trim,Parkway,6538 S KIMBARK AVE,60637,1185762.77308766,1861901.18008375,20,3,42,41.776193474624215,-87.59455258946235
1256,2018-11-15T00:00:00.000,Open,18-03167161,Tree Trim,Location Not Recorded,1042 N HONORE ST,60622,1163877.44572401,1906981.0973896,2,12,24,41.90038536130367,-87.67351304472724
1257,2018-11-15T00:00:00.000,Completed,18-03165610,Tree Trim,Location Not Recorded,2713 N MONTICELLO AVE,60647,1151586.05501821,1917798.5252673,35,25,22,41.930319900999926,-87.71837515334968
1258,2018-11-15T00:00:00.000,Open,18-03163090,Tree Trim,Vacant Lot,6915 S CARPENTER ST,60621,1170506.93653253,1858961.43928437,6,7,68,41.768472498097,-87.65056470076189
1259,2018-11-15T00:00:00.000,Completed,18-03165594,Tree Trim,Location Not Recorded,2702 N MONTICELLO AVE,60647,1151587.95501821,1917725.1252673,35,25,22,41.93011844788259,-87.71837010587129
1260,2018-11-15T00:00:00.000,Open,18-03165891,Tree Trim,Parkway,9132 S KINGSTON AVE,60617,1194753.66488658,1844907.82881399,7,4,48,41.72934572009112,-87.5621516265322
1261,2018-11-15T00:00:00.000,Completed,18-03165602,Tree Trim,Location Not Recorded,2706 N MONTICELLO AVE,60647,1151587.25501821,1917751.8252673,35,25,22,41.93019172868758,-87.71837197448264
1262,2018-11-15T00:00:00.000,Completed,18-03164562,Tree Trim,Location Not Recorded,933 E 72ND ST,60619,1183811.0950268,1857477.659182,5,3,69,41.764100701993755,-87.6018451333231
1263,2018-11-15T00:00:00.000,Completed,18-03165595,Tree Trim,Location Not Recorded,2703 N MONTICELLO AVE,60647,1151587.85501821,1917731.8252673,35,25,22,41.930136835209886,-87.71837029675683
1264,2018-11-15T00:00:00.000,Open,18-03166161,Tree Trim,Parkway,9134 S KINGSTON AVE,60617,1194754.16488658,1844894.42881399,7,4,48,41.72930893700551,-87.56215023472974
1265,2018-11-15T00:00:00.000,Completed,18-03164557,Tree Trim,Location Not Recorded,943 E 72ND ST,60619,1183860.4950268,1857478.459182,5,3,69,41.76410174433497,-87.60166404765114
1266,2018-11-15T00:00:00.000,Open - Dup,18-03165932,Tree Trim,Parkway,6534 S KIMBARK AVE,60637,1185762.07308766,1861928.18008375,20,3,42,41.776267581475885,-87.59455430526697
1267,2018-11-15T00:00:00.000,Open,18-03161556,Tree Trim,Parkway,3716 N MARSHFIELD AVE,60613,1164660.33551279,1924737.25162032,47,19,6,41.94909276118839,-87.67013304439139
1268,2018-11-15T00:00:00.000,Open,18-03165316,Tree Trim,Parkway,1916 W WELLINGTON AVE,60657,1163045.94088148,1919936.62569443,32,19,5,41.93595370505013,-87.6762025651387
1269,2018-11-15T00:00:00.000,Completed,18-03165591,Tree Trim,Location Not Recorded,2700 N MONTICELLO AVE,60647,1151588.35501821,1917711.8252673,35,25,22,41.93008194369984,-87.71836898651044
1270,2018-11-15T00:00:00.000,Open,18-03162263,Tree Trim,Parkway,2151 W FARRAGUT AVE,60625,1161046.79210931,1934838.86969185,40,20,4,41.9768880557431,-87.68313406747914
1271,2018-11-14T00:00:00.000,Completed,18-03154171,Tree Trim,Parkway,335 W 107TH ST,60628,1175903.65840823,1833969.48691117,34,5,49,41.69977208586013,-87.63153013356481
1272,2018-11-14T00:00:00.000,Completed,18-03154065,Tree Trim,Parkway,820 W 107TH ST,60643,1172664.51890297,1833893.7078154,34,22,73,41.69963595499445,-87.64339270065383
1273,2018-11-14T00:00:00.000,Open,18-03156609,Tree Trim,Parkway,3240 W MARQUETTE RD,60629,1155937.01423095,1860011.75941209,17,8,66,41.77165971039789,-87.70394276850878
1274,2018-11-14T00:00:00.000,Open - Dup,18-03157619,Tree Trim,Parkway,7342 W GREENLEAF AVE,60631,1126288.89671182,1946264.05797032,41,16,9,42.008892671773864,-87.81069975315248
1275,2018-11-14T00:00:00.000,Completed,18-03158894,Tree Trim,Location Not Recorded,2238 N KEDVALE AVE,60639,1148348.97401056,1914554.94578234,35,25,20,41.921482316749575,-87.73035456665868
1276,2018-11-14T00:00:00.000,Completed,18-03156823,Tree Trim,Parkway,8007 S BLACKSTONE AVE,60619,1187554.97298148,1852192.1896685,8,4,45,41.74950869904496,-87.58829088412118
1277,2018-11-14T00:00:00.000,Completed,18-03157492,Tree Trim,Location Not Recorded,2031 W 53RD ST,60609,1163578.25012099,1869499.94657652,16,9,61,41.79753967032867,-87.67566633199388
1278,2018-11-14T00:00:00.000,Open,18-03152663,Tree Trim,Parkway,5500 S HALSTED ST,60621,1171909.65397914,1868255.02340555,20,7,68,41.79394449017377,-87.64515043301397
1279,2018-11-14T00:00:00.000,Open,18-03156282,Tree Trim,Parkway,3326 N OKETO AVE,60634,1126233.14336669,1921221.83790525,29,16,17,41.940175090335124,-87.81146618501216
1280,2018-11-14T00:00:00.000,Completed,18-03155734,Tree Trim,Location Not Recorded,1105 N LONG AVE,60651,1140104.03999307,1906855.66167423,37,15,25,41.900509695591616,-87.76083775203605
1281,2018-11-14T00:00:00.000,Completed,18-03153717,Tree Trim,Parkway,1129 W 107TH ST,60643,1170620.16992113,1833847.72207861,34,22,75,41.699554460115856,-87.65087956492214
1282,2018-11-14T00:00:00.000,Completed,18-03157494,Tree Trim,Location Not Recorded,2040 W 53RD ST,60609,1163536.05012099,1869498.94657652,16,9,61,41.79753781207066,-87.67582111416185
1283,2018-11-14T00:00:00.000,Open,18-03156235,Tree Trim,Parkway,4114 W CORNELIA AVE,60641,1148460.81747403,1923043.69592216,30,17,16,41.9447740342317,-87.72972403143656
1284,2018-11-14T00:00:00.000,Completed,18-03154195,Tree Trim,Parkway,241 W 107TH ST,60628,1176558.98390416,1833985.60026847,34,5,49,41.699801624437924,-87.6291301345628
1285,2018-11-14T00:00:00.000,Completed,18-03158979,Tree Trim,Location Not Recorded,2335 N KEDVALE AVE,60639,1148329.95193133,1915201.8454979,35,25,20,41.92325783694375,-87.73040774739981
1286,2018-11-14T00:00:00.000,Open,18-03157912,Tree Trim,Parkway,3940 N GREENVIEW AVE,60613,1165370.44300682,1926248.36102417,47,19,6,41.95322420750731,-87.66747965785325
1287,2018-11-14T00:00:00.000,Completed,18-03153801,Tree Trim,Parkway,1059 W 107TH ST,60643,1171243.03987379,1833861.56250129,34,22,75,41.699578873798266,-87.64859848179397
1288,2018-11-14T00:00:00.000,Completed,18-03153938,Tree Trim,Parkway,1047 W 107TH ST,60643,1171305.05980699,1833863.09468208,34,22,75,41.699581725019065,-87.6483713469717
1289,2018-11-14T00:00:00.000,Completed,18-03158914,Tree Trim,Location Not Recorded,2253 N KEDVALE AVE,60639,1148346.05193133,1914655.9454979,35,25,20,41.92175952580843,-87.7303626938593
1290,2018-11-14T00:00:00.000,Completed,18-03157489,Tree Trim,Location Not Recorded,2128 W 52ND PL,60609,1163112.06139555,1869663.67970228,16,9,61,41.79799874921545,-87.67737133876646
1291,2018-11-14T00:00:00.000,Completed,18-03158980,Tree Trim,Location Not Recorded,2338 N KEDVALE AVE,60639,1148329.35193133,1915222.1454979,35,25,20,41.9233135536054,-87.73040942758585
1292,2018-11-14T00:00:00.000,Open,18-03157998,Tree Trim,Parkway,6611 N KINZUA AVE,60646,1138217.22108568,1943360.62778465,41,16,12,42.00071723649069,-87.76688203255439
1293,2018-11-14T00:00:00.000,Completed,18-03155743,Tree Trim,Location Not Recorded,1125 N LONG AVE,60651,1140097.0414173,1907063.63998676,37,15,25,41.90108054091375,-87.76085836083223
1294,2018-11-14T00:00:00.000,Open,18-03154870,Tree Trim,Parkway,4900 N NEWCASTLE AVE,60656,1129917.24796835,1932166.64489866,41,16,10,41.970146498524656,-87.79767417806318
1295,2018-11-14T00:00:00.000,Completed,18-03157472,Tree Trim,Location Not Recorded,1151 N LONG AVE,60651,1140087.7414173,1907240.73998676,37,15,25,41.90156669457773,-87.76088818029397
1296,2018-11-14T00:00:00.000,Open - Dup,18-03155277,Tree Trim,Location Not Recorded,3024 N FRANCISCO AVE,60618,1156519.18333398,1920083.8087194,33,14,21,41.93649236144826,-87.70018499570251
1297,2018-11-14T00:00:00.000,Completed,18-03158900,Tree Trim,Location Not Recorded,2243 N KEDVALE AVE,60639,1148348.07401056,1914588.64578234,35,25,20,41.92157481007232,-87.73035700286108
1298,2018-11-14T00:00:00.000,Completed,18-03155769,Tree Trim,Location Not Recorded,2112 W 52ND PL,60609,1163192.86139555,1869665.67970228,16,9,61,41.79800254510491,-87.67707497411311
1299,2018-11-14T00:00:00.000,Open - Dup,18-03158427,Tree Trim,Location Not Recorded,9826 S BELL AVE,60643,1163102.31659929,1839437.83839356,19,22,72,41.71505485878126,-87.67825110138831
1300,2018-11-14T00:00:00.000,Completed,18-03156550,Tree Trim,Location Not Recorded,2326 N KARLOV AVE,60639,1148664.9442789,1915148.62651295,35,25,20,41.923105329231326,-87.72917823356018
1301,2018-11-14T00:00:00.000,Open,18-03153062,Tree Trim,Parkway,2241 W CORTEZ ST,60622,1161273.03331758,1906950.43190165,2,12,24,41.90035578095548,-87.68308001190309
1302,2018-11-14T00:00:00.000,Completed,18-03156540,Tree Trim,Location Not Recorded,2324 N KARLOV AVE,60639,1148665.3442789,1915135.12651295,35,25,20,41.923068276251385,-87.72917711328945
1303,2018-11-14T00:00:00.000,Completed,18-03155738,Tree Trim,Location Not Recorded,1121 N LONG AVE,60651,1140098.4414173,1907022.03998676,37,15,25,41.90096635994615,-87.7608542381082
1304,2018-11-14T00:00:00.000,Completed,18-03155394,Tree Trim,Parkway,3700 E 97TH ST,60617,1202450.21409228,1841415.41547147,10,4,52,41.719569600914646,-87.53407664208089
1305,2018-11-14T00:00:00.000,Completed,18-03158926,Tree Trim,Location Not Recorded,2307 N KEDVALE AVE,60639,1148335.65193133,1915013.0454979,35,25,20,41.92273964220803,-87.73039168111784
1306,2018-11-14T00:00:00.000,Open,18-03157126,Tree Trim,Parkway,3322 W PETERSON AVE,60659,1153039.36499611,1939682.93592479,50,17,13,41.990343441860354,-87.71245185488083
1307,2018-11-14T00:00:00.000,Completed,18-03155791,Tree Trim,Location Not Recorded,2121 W 52ND PL,60609,1163147.36139555,1869664.57970228,16,9,61,41.79800047966154,-87.67724186189331
1308,2018-11-14T00:00:00.000,Completed,18-03158897,Tree Trim,Location Not Recorded,2241 N KEDVALE AVE,60639,1148348.47401056,1914575.14578234,35,25,20,41.92153775708972,-87.73035588192461
1309,2018-11-14T00:00:00.000,Completed,18-03156090,Tree Trim,Location Not Recorded,3642 N PAULINA ST,60613,1164342.854597,1924238.94753124,47,19,6,41.947732125300874,-87.67131419779615
1310,2018-11-14T00:00:00.000,Completed,18-03154869,Tree Trim,Parkway,12250 S YALE AVE,60628,1176810.97891323,1824036.45291482,34,5,53,41.67249400751105,-87.62850548848118
1311,2018-11-14T00:00:00.000,Open,18-03155364,Tree Trim,Parkway,12451 S YALE AVE,60628,1176867.56759137,1822373.05720573,9,5,53,41.66792811609643,-87.62834817836675
