,P_Creation Date,P_Status,P_SRN,P_Type of SR,P_Street Address,P_ Zip,P_X-Coordinate,P_Y-Coordinate,P_ Ward,P_Police_District,P_Community_Area,P_Latitude,P_Longitude,P_No_of_potholes_filled_on_block
1185,2018-12-06T00:00:00.000,Open,18-03300042,Pothole in Street,1006 W 59TH ST,60621,1170590.16168025,1865696.57441354,16,7,68,41.78706147997325,-87.65016593181436,0
1186,2018-12-06T00:00:00.000,Completed - Dup,18-03299849,Pothole in Street,150 N MICHIGAN AVE,60601,1177281.73650813,1901288.6114083,42,1,32,41.88453096378336,-87.62460204460082,0
1187,2018-12-06T00:00:00.000,Open,18-03297659,Pothole in Street,8477 W SUNNYSIDE AVE,60656,1118687.3269118,1928851.85462923,38,16,76,41.961208682918844,-87.83932425626246,0
1188,2018-12-06T00:00:00.000,Completed - Dup,18-03297728,Pothole in Street,3736 W LAWRENCE AVE,60625,1150490.02007223,1931634.03697259,35,17,14,41.968415865492965,-87.7221386557499,0
1189,2018-12-06T00:00:00.000,Open - Dup,18-03303459,Pothole in Street,3533 N LEAVITT ST,60618,1161069.07669288,1923431.33866755,47,19,5,41.94597586052369,-87.68323574788666,0
1190,2018-12-06T00:00:00.000,Open,18-03300758,Pothole in Street,450 W 112TH ST,60628,1175201.53742545,1830634.25658197,34,22,49,41.69073957454097,-87.63468779687426,0
1191,2018-12-06T00:00:00.000,Completed - Dup,18-03303640,Pothole in Street,2700 W 21ST ST,60608,1158684.59692921,1889954.09900452,12,10,30,41.853870260553784,-87.69311388826897,0
1192,2018-12-06T00:00:00.000,Completed,18-03302873,Pothole in Street,425 S FINANCIAL PL,60605,1174949.59997362,1898379.47996782,4,1,32,41.876251047012936,-87.63295100785419,37
1193,2018-12-06T00:00:00.000,Completed,18-03301752,Pothole in Street,1216 E 73RD ST,60619,1185654.1607891,1856852.40081326,5,3,69,41.76245242231949,-87.59509624771277,48
1194,2018-12-06T00:00:00.000,Open - Dup,18-03301478,Pothole in Street,4620 N KASSON AVE,60630,1147408.22087185,1930305.18407571,39,17,14,41.964674559224115,-87.73354763573505,0
1195,2018-12-06T00:00:00.000,Completed,18-03299950,Pothole in Street,1225 N DEARBORN ST,60610,1175711.28493337,1908537.3279693,2,18,8,41.90467425709574,-87.6298608070422,17
1196,2018-12-06T00:00:00.000,Open,18-03303187,Pothole in Street,5366 N NORTHWEST HWY,60630,1136517.08998665,1935046.03381534,45,16,11,41.977874256595804,-87.77347915387581,0
1197,2018-12-06T00:00:00.000,Open,18-03300649,Pothole in Street,7447 W TOUHY AVE,60631,1125566.30002013,1947223.44411724,41,16,9,42.01142733785397,-87.81333035843844,0
1198,2018-12-06T00:00:00.000,Completed,18-03302241,Pothole in Street,300 W PERSHING RD,60609,1175070.36007666,1879095.83573221,3,9,34,41.823732063615836,-87.63326565524089,1
1199,2018-12-06T00:00:00.000,Completed - Dup,18-03299980,Pothole in Street,2329 N JANSSEN AVE,60614,1166256.3915216,1915579.51421638,2,18,7,41.924276627174926,-87.66439215121073,0
1200,2018-12-06T00:00:00.000,Completed - Dup,18-03297781,Pothole in Street,2400 W COLUMBUS AVE,60629,1161657.96811337,1855474.19989363,18,8,66,41.7591585122381,-87.68323252289173,0
1201,2018-12-06T00:00:00.000,Completed - Dup,18-03303282,Pothole in Street,4400 W 69TH ST,60629,1148231.11999934,1858487.77148419,13,8,65,41.76773902846104,-87.73225294716717,0
1202,2018-12-06T00:00:00.000,Open - Dup,18-03299808,Pothole in Street,5107 S OAKLEY AVE,60609,1161901.77009109,1870708.97732878,15,9,63,41.8009120439533,-87.68163490808288,0
1203,2018-12-06T00:00:00.000,Open - Dup,18-03303031,Pothole in Street,3904 W MARQUETTE RD,60629,1151496.64343404,1859888.77860626,13,8,65,41.77151672145004,-87.72040240100682,0
1204,2018-12-06T00:00:00.000,Completed - Dup,18-03298200,Pothole in Street,2400 W IRVING PARK RD,60618,1159659.64501828,1926492.05129768,47,19,5,41.954120696614304,-87.68858958151804,0
1205,2018-12-06T00:00:00.000,Open - Dup,18-03301026,Pothole in Street,11608 S LOWE AVE,60628,1174022.45767411,1828136.38583354,34,5,53,41.68372420716068,-87.63873524509656,0
1206,2018-12-06T00:00:00.000,Open - Dup,18-03298860,Pothole in Street,5839 N LINDER AVE,60646,1138792.13997259,1938331.60060237,39,16,11,41.98704584156777,-87.76479313500951,0
1207,2018-12-06T00:00:00.000,Open,18-03299349,Pothole in Street,1400 W 87TH ST,60620,1168515.95746652,1847061.88711192,21,6,71,41.73597057241865,-87.65826818410024,0
1208,2018-12-06T00:00:00.000,Completed,18-03297987,Pothole in Street,319 W DICKENS AVE,60614,1173705.42880385,1914267.78921019,43,18,7,41.92005734806438,-87.63722440499512,6
1209,2018-12-06T00:00:00.000,Completed,18-03302622,Pothole in Street,2935 W ROSCOE ST,60618,1156153.61138527,1922369.06106728,33,17,21,41.94265873191678,-87.70186284591361,5
1210,2018-12-06T00:00:00.000,Completed,18-03297841,Pothole in Street,1400 W 49TH ST,60609,1167825.34228734,1872262.0361988,20,9,61,41.805137897786736,-87.6600755436276,7
1211,2018-12-06T00:00:00.000,Open - Dup,18-03299156,Pothole in Street,5545 N MILWAUKEE AVE,60630,1136400.10401679,1936612.19359916,45,16,11,41.98274161162611,-87.77401549697487,0
1212,2018-12-06T00:00:00.000,Open,18-03303454,Pothole in Street,9707 S MORGAN ST,60643,1171362.44558674,1840372.3579778,34,22,73,41.7173157112873,-87.64781624954573,0
1213,2018-12-06T00:00:00.000,Completed,18-03303837,Pothole in Street,7104 W GRACE ST,60634,1128348.16398608,1924438.61611066,38,16,17,41.94907480827999,-87.80367269986031,0
1214,2018-12-06T00:00:00.000,Open - Dup,18-03301044,Pothole in Street,11616 S LOWE AVE,60628,1174025.25767411,1828050.98583354,34,5,53,41.68346417390447,-87.63872659449818,0
1215,2018-12-06T00:00:00.000,Completed,18-03303164,Pothole in Street,3730 N SACRAMENTO AVE,60618,1155721.92731054,1924647.88758927,33,17,16,41.94941789779066,-87.7031486145317,0
1216,2018-12-06T00:00:00.000,Completed,18-03302301,Pothole in Street,1637 W MONTVALE AVE,60643,1167303.65216836,1829456.68899607,34,22,75,41.68749412549394,-87.66326235489096,63
1217,2018-12-06T00:00:00.000,Open - Dup,18-03301716,Pothole in Street,11530 S ABERDEEN ST,60643,1171060.31878396,1828341.40443443,34,5,53,41.68404569497702,-87.64956008188857,0
1218,2018-12-06T00:00:00.000,Completed,18-03301712,Pothole in Street,3121 S PULASKI RD,60623,1150205.09842818,1883597.76923263,22,10,30,41.83622904565874,-87.72418925346282,0
1219,2018-12-06T00:00:00.000,Open - Dup,18-03298749,Pothole in Street,3900 S KEDZIE AVE,60632,1155665.70691519,1878569.39351008,14,8,58,41.82257678753413,-87.70459757276419,0
1220,2018-12-06T00:00:00.000,Open,18-03298561,Pothole in Street,164 N BEAUBIEN CT,60601,1177429.1091879,1901474.77492979,42,1,32,41.884998787918306,-87.62405219865923,0
1221,2018-12-06T00:00:00.000,Completed,18-03302909,Pothole in Street,6700 N ASHLAND AVE,60626,1164395.18868975,1944580.32511229,49,24,1,42.00358998204911,-87.6706918049306,9
1222,2018-12-06T00:00:00.000,Open,18-03300001,Pothole in Street,1214 W 59TH ST,60636,1169180.43221858,1865658.16989241,16,7,67,41.786985575688455,-87.65538665619364,0
1223,2018-12-06T00:00:00.000,Open,18-03302233,Pothole in Street,168 E 113TH ST,60628,1179213.95842981,1830071.18958258,9,5,49,41.68912566593206,-87.61823840339848,3
1224,2018-12-06T00:00:00.000,Completed,18-03299799,Pothole in Street,7132 W 58TH ST,60638,1129691.27252658,1865259.0809714,23,8,56,41.786654904249126,-87.80010006061718,32
1225,2018-12-06T00:00:00.000,Completed,18-03297642,Pothole in Street,3029 W REDFIELD DR,60629,1157394.94007917,1857806.31106775,17,8,66,41.76554895289457,-87.69912456613832,0
1226,2018-12-06T00:00:00.000,Open,18-03297559,Pothole in Street,671 W RANDOLPH ST,60661,1171568.64000681,1901222.53436932,42,12,28,41.88430768129849,-87.64552365578959,0
1227,2018-12-06T00:00:00.000,Open - Dup,18-03301190,Pothole in Street,737 W 118TH ST,60628,1173408.24009806,1826626.43667819,34,5,53,41.67956791115215,-87.64098687161695,0
1228,2018-12-06T00:00:00.000,Open,18-03303965,Pothole in Street,2 N AUSTIN BLVD,0,1136390.67476561,1899388.7918119,0,0,0,41.880184731363734,-87.77480630239796,0
1229,2018-12-06T00:00:00.000,Open,18-03299969,Pothole in Street,1522 N DEARBORN PKWY,60610,1175650.03112478,1910522.09990457,2,18,8,41.91015900101643,-87.63032057108275,0
1230,2018-12-06T00:00:00.000,Completed,18-03302261,Pothole in Street,803 E 83RD ST,60619,1183036.26330661,1850135.63771737,8,6,44,41.7438620093329,-87.6048824660259,8
1231,2018-12-06T00:00:00.000,Open - Dup,18-03298087,Pothole in Street,900 E MARQUETTE RD,60637,1183360.2597724,1861440.7638171,20,3,42,41.775096645838076,-87.60331499249142,0
1232,2018-12-06T00:00:00.000,Open - Dup,18-03299957,Pothole in Street,1323 W 58TH ST,60636,1168403.60972688,1866301.21869365,16,7,67,41.7885473156425,-87.65822336665298,0
1233,2018-12-06T00:00:00.000,Open,18-03300596,Pothole in Street,1508 N MOHAWK ST,60610,1172382.39132486,1910351.66451711,2,18,8,41.909488326653694,-87.64232278171838,0
1234,2018-12-06T00:00:00.000,Completed,18-03302699,Pothole in Street,4700 N KILPATRICK AVE,60630,1144185.26979854,1930833.08340336,39,17,16,41.96631793188364,-87.74539387016242,1
1235,2018-12-06T00:00:00.000,Open,18-03297921,Pothole in Street,5100 S MAY ST,60609,1169516.39139202,1870977.12327798,20,9,61,41.80137649012682,-87.65399067328917,0
1236,2018-12-06T00:00:00.000,Open - Dup,18-03299918,Pothole in Street,1323 W 58TH ST,60636,1168403.60972688,1866301.21869365,16,7,67,41.7885473156425,-87.65822336665298,0
1237,2018-12-06T00:00:00.000,Open,18-03299856,Pothole in Street,2105 W SCHILLER ST,60622,1162109.7196091,1909412.53267487,2,14,24,41.90698238798341,-87.68008480134333,0
1238,2018-12-06T00:00:00.000,Open - Dup,18-03299821,Pothole in Street,9500 S COTTAGE GROVE AVE,60628,1183576.32953423,1842151.06616908,9,5,49,41.72197046522736,-87.60334804007711,0
1239,2018-12-06T00:00:00.000,Open - Dup,18-03300973,Pothole in Street,11524 S LOWE AVE,60628,1174023.06780108,1828520.2395072,34,5,53,41.68429056068999,-87.63875151120918,0
1240,2018-12-06T00:00:00.000,Open,18-03300846,Pothole in Street,641 W 112TH ST,60628,1173926.65986693,1830603.76379618,34,22,49,41.690467590157255,-87.6391372784585,0
1241,2018-12-06T00:00:00.000,Open,18-03302957,Pothole in Street,3800 W 69TH ST,60629,1152225.47287126,1858581.07890279,13,8,65,41.767915789041545,-87.71771046342096,0
1242,2018-12-06T00:00:00.000,Open,18-03299787,Pothole in Street,5400 S KILDARE AVE,60632,1148614.71021475,1868455.92541359,23,8,62,41.794880647109295,-87.73071143826677,0
1243,2018-12-06T00:00:00.000,Open,18-03298171,Pothole in Street,6400 S TALMAN AVE,60629,1159809.79581291,1862088.06021163,17,8,66,41.77718538905459,-87.68983226097986,0
1244,2018-12-06T00:00:00.000,Open,18-03298078,Pothole in Street,1000 E 65TH ST,60637,1184006.84001732,1862118.21220416,20,3,42,41.77694025907051,-87.60095402814675,0
1245,2018-12-06T00:00:00.000,Open - Dup,18-03298786,Pothole in Street,1645 W OGDEN AVE,60612,1165446.24730111,1899517.71028192,28,12,28,41.87972255970395,-87.66794879778952,0
1246,2018-12-05T00:00:00.000,Open,18-03294955,Pothole in Street,5600 S LAKE PARK AVE,60637,1187511.05137852,1868171.49767023,5,2,41,41.79328788988132,-87.58811105064952,0
1247,2018-12-05T00:00:00.000,Completed,18-03290598,Pothole in Street,6600 W 57TH ST,60638,1133362.73327088,1866029.52692318,23,8,56,41.788705995930826,-87.78661797841676,51
1248,2018-12-05T00:00:00.000,Open - Dup,18-03294142,Pothole in Street,2014 W 51ST ST,60609,1163729.56577288,1870844.32567281,15,9,61,41.801334915157305,-87.67520783038181,0
1249,2018-12-05T00:00:00.000,Completed - Dup,18-03290634,Pothole in Street,3137 N FRANCISCO AVE,60618,1156494.98828244,1920836.78671431,33,14,21,41.93869069319334,-87.70010955816522,0
1250,2018-12-05T00:00:00.000,Completed - Dup,18-03291317,Pothole in Street,3535 W FOSTER AVE,60625,1151736.93000924,1934318.58112868,39,17,13,41.97553839064068,-87.71742013010946,0
1251,2018-12-05T00:00:00.000,Open,18-03292926,Pothole in Street,7700 S DAMEN AVE,60620,1164362.30057311,1853594.07096702,18,6,71,41.753781646026965,-87.67338248616511,0
1252,2018-12-05T00:00:00.000,Completed - Dup,18-03292759,Pothole in Street,730 N MICHIGAN AVE,60611,1177296.95392948,1905395.19682699,42,18,8,41.89575818428321,-87.62441857828084,0
1253,2018-12-05T00:00:00.000,Completed,18-03297088,Pothole in Street,2357 W GRACE ST,60618,1159904.8819222,1925173.94700794,47,19,5,41.95027224792741,-87.68821272576965,1
1254,2018-12-05T00:00:00.000,Completed - Dup,18-03292984,Pothole in Street,1801 S HALSTED ST,60608,1171319.9332987,1891426.26989188,11,12,31,41.857502764936584,-87.64648607954115,0
1255,2018-12-05T00:00:00.000,Completed,18-03290853,Pothole in Street,7800 S SOUTH SHORE DR,60649,1197554.46680355,1854381.75459019,7,4,43,41.75511499076314,-87.55159417798377,32
1256,2018-12-05T00:00:00.000,Open - Dup,18-03293367,Pothole in Street,11714 S STEWART AVE,60628,1175729.16542159,1827236.86279698,34,5,53,41.681068772543874,-87.63250920015558,0
1257,2018-12-05T00:00:00.000,Open - Dup,18-03293820,Pothole in Street,11509 S STEWART AVE,60628,1175688.89480746,1828598.62657984,34,5,53,41.6848894033579,-87.63232519568679,0
1258,2018-12-05T00:00:00.000,Completed,18-03292568,Pothole in Street,5500 W WELLINGTON AVE,60641,1139181.98909206,1919403.74737737,31,25,19,41.935068684409906,-87.76398286263368,38
1259,2018-12-05T00:00:00.000,Completed - Dup,18-03290491,Pothole in Street,100 S MICHIGAN AVE,60603,1177324.39101512,1899960.94636756,42,1,32,41.88077066474826,-87.62448301713603,0
1260,2018-12-05T00:00:00.000,Open - Dup,18-03290624,Pothole in Street,2721 W 64TH ST,60629,1159252.52682126,1862073.43812661,17,8,66,41.777137794909144,-87.6918788304621,0
1261,2018-12-05T00:00:00.000,Completed,18-03291849,Pothole in Street,3810 N LEAVITT ST,60618,1161016.54417399,1925269.39982048,47,19,5,41.95081717040168,-87.68366519334667,0
1262,2018-12-05T00:00:00.000,Completed,18-03297019,Pothole in Street,1132 W 92ND ST,60620,1170271.07020393,1843785.94168637,21,22,73,41.72694278993753,-87.65193356365097,6
1263,2018-12-05T00:00:00.000,Open,18-03292348,Pothole in Street,4150 W 13TH ST,60623,1148837.18678704,1893715.53627295,24,10,29,41.864390054221786,-87.7295828764001,0
1264,2018-12-05T00:00:00.000,Completed,18-03291175,Pothole in Street,1118 W 89TH ST,60620,1170344.48010429,1845823.66617567,21,22,71,41.73253168606941,-87.65169593093114,23
1265,2018-12-05T00:00:00.000,Completed,18-03291369,Pothole in Street,117 E HURON ST,60611,1177135.50237055,1905099.44412356,42,18,8,41.89482845698064,-87.62452745548201,4
1266,2018-12-05T00:00:00.000,Open,18-03292778,Pothole in Street,140 E LAKE SHORE DR,60611,1177323.45566697,1907246.95042657,2,18,8,41.90093445939468,-87.62400825994817,0
1267,2018-12-05T00:00:00.000,Open,18-03295776,Pothole in Street,3400 W JACKSON BLVD,60624,1153764.16231857,1898484.48919117,28,11,27,41.877385456342665,-87.71101847907306,0
1268,2018-12-05T00:00:00.000,Open,18-03296251,Pothole in Street,4440 W GEORGE ST,60641,1146166.70662107,1918907.9178075,31,25,20,41.93357470424347,-87.73854270108755,0
1269,2018-12-05T00:00:00.000,Open,18-03291268,Pothole in Street,5904 S STATE ST,60621,1177284.96121793,1865873.09312228,20,2,40,41.7871554587456,-87.62565420919115,0
1270,2018-12-05T00:00:00.000,Open - Dup,18-03290951,Pothole in Street,3400 W ADDISON ST,60618,1153083.8737191,1923730.00968966,35,17,16,41.946675245157415,-87.71277857739487,0
1271,2018-12-05T00:00:00.000,Open - Dup,18-03297328,Pothole in Street,5712 N SHERIDAN RD,60660,1168603.17499909,1938133.67947824,48,20,77,41.98597019191656,-87.65541267105974,0
1272,2018-12-05T00:00:00.000,Open - Dup,18-03293330,Pothole in Street,11804 S STEWART AVE,60628,1175747.51419319,1826639.87447509,34,5,53,41.67952879994002,-87.6324610474693,0
1273,2018-12-05T00:00:00.000,Open,18-03291807,Pothole in Street,100 N KEDZIE AVE,60612,1155033.70330443,1900504.24696908,28,11,27,41.882832314409654,-87.70631821355352,0
1274,2018-12-05T00:00:00.000,Open - Dup,18-03295428,Pothole in Street,2247 W WABANSIA AVE,60647,1161087.78742433,1911422.47220652,32,14,24,41.91250999652171,-87.68429816007354,0
1275,2018-12-05T00:00:00.000,Open,18-03291731,Pothole in Street,4620 N KASSON AVE,60630,1147408.22087185,1930305.18407571,39,17,14,41.964674559224115,-87.73354763573505,0
1276,2018-12-05T00:00:00.000,Open - Dup,18-03293637,Pothole in Street,11550 S STEWART AVE,60628,1175687.09480746,1828658.92657984,34,5,53,41.68369909905786,-87.6325855640692,0
1277,2018-12-05T00:00:00.000,Open,18-03293403,Pothole in Street,11650 S STEWART AVE,60628,1175707.3542086,1827996.09347256,34,5,53,41.68187441260128,-87.63253277045288,0
1278,2018-12-05T00:00:00.000,Open,18-03291102,Pothole in Street,7115 N OLCOTT AVE,60631,1125487.62072747,1946658.37667909,41,16,9,42.01019771589758,-87.81348958633421,0
1279,2018-12-05T00:00:00.000,Open - Dup,18-03293838,Pothole in Street,11507 S STEWART AVE,60628,1175688.49480746,1828612.02657984,34,5,53,41.68494586918543,-87.63232675473333,0
1280,2018-12-05T00:00:00.000,Completed,18-03293936,Pothole in Street,2713 N ARTESIAN AVE,60647,1159559.21000241,1917951.27133299,32,14,22,41.93077195994265,-87.68893196938498,1
1281,2018-12-05T00:00:00.000,Open,18-03292756,Pothole in Street,5400 W GEORGE ST,60641,1139871.73250583,1918753.8670302,31,25,19,41.933273305184514,-87.76146223593602,0
1282,2018-12-05T00:00:00.000,Completed - Dup,18-03294913,Pothole in Street,6944 N ROCKWELL ST,60645,1157746.53163211,1946084.92893329,50,24,2,42.00807450500916,-87.69511188016308,0
1283,2018-12-05T00:00:00.000,Completed,18-03293749,Pothole in Street,2400 W IRVING PARK RD,60618,1159659.64501828,1926492.05129768,47,19,5,41.954120696614304,-87.68858958151804,3
1284,2018-12-05T00:00:00.000,Completed - Dup,18-03297156,Pothole in Street,6900 S UNION AVE,60621,1172826.79011651,1859127.80670313,6,7,68,41.768784841548154,-87.6422006700039,0
1285,2018-12-05T00:00:00.000,Completed - Dup,18-03297416,Pothole in Street,904 W FLETCHER ST,60657,1169651.50848718,1921091.05629059,44,19,6,41.939087266308974,-87.65205859243083,0
1286,2018-12-05T00:00:00.000,Open - Dup,18-03293235,Pothole in Street,11810 S STEWART AVE,60628,1175748.61419319,1826599.77447509,34,5,53,41.67936062445924,-87.63245595777695,0
1287,2018-12-05T00:00:00.000,Completed,18-03296579,Pothole in Street,6700 S STONY ISLAND AVE,60649,1188023.88028278,1860880.59078324,5,3,43,41.77329289585066,-87.58644236831432,0
1288,2018-12-05T00:00:00.000,Open - Dup,18-03293193,Pothole in Street,11818 S STEWART AVE,60628,1175750.11419319,1826546.37447509,34,5,53,41.679135325008914,-87.63244968721726,0
1289,2018-12-05T00:00:00.000,Open - Dup,18-03290814,Pothole in Street,2241 W CULLERTON ST,60608,1161728.07826744,1890361.50317137,25,12,31,41.854724246999396,-87.6824762857075,0
1290,2018-12-05T00:00:00.000,Completed - Dup,18-03291319,Pothole in Street,3555 W FOSTER AVE,60625,1151527.53990404,1934313.98290097,39,17,13,41.975531676208064,-87.71811362667349,0
1291,2018-12-05T00:00:00.000,Completed,18-03295096,Pothole in Street,2342 W WABANSIA AVE,60647,1160370.27007606,1911400.24696613,32,14,24,41.91268962444146,-87.68659468460599,4
1294,2018-12-05T00:00:00.000,Open,18-03290618,Pothole in Street,1400 E 130TH ST,60633,1187642.23571275,1819717.27150076,10,4,51,41.66050150904262,-87.58898338384941,0
1295,2018-12-05T00:00:00.000,Completed - Dup,18-03296572,Pothole in Street,1800 S HALSTED ST,60608,1171314.8332987,1891601.86989188,11,12,31,41.858062657591574,-87.646795271613,0
1296,2018-12-05T00:00:00.000,Open,18-03295532,Pothole in Street,1599 N LA SALLE DR,60610,1174833.52052965,1910995.31348677,2,18,8,41.91106533115013,-87.63300048150086,0
1297,2018-12-05T00:00:00.000,Open - Dup,18-03297107,Pothole in Street,5326 W GIDDINGS ST,60630,1140006.06958769,1930925.22801532,45,16,15,41.9664171115358,-87.76066436205694,0
1298,2018-12-05T00:00:00.000,Completed,18-03292517,Pothole in Street,5400 W WELLINGTON AVE,60641,1139849.57010038,1919418.93841498,31,25,19,41.93509837497575,-87.76152853238906,15
1299,2018-12-05T00:00:00.000,Open - Dup,18-03295937,Pothole in Street,8235 S MICHIGAN AVE,60619,1178583.54732465,1850431.59921358,6,6,44,41.74447937628902,-87.62106050932351,0
1300,2018-12-05T00:00:00.000,Open,18-03296849,Pothole in Street,5900 S CICERO AVE,60638,1145700.60082372,1865039.67101506,23,8,64,41.78564332387561,-87.74148577840491,0
1301,2018-12-05T00:00:00.000,Completed - Dup,18-03291111,Pothole in Street,136 E ERIE ST,60611,1177311.0765292,1904810.93799281,42,18,8,41.894247375582914,-87.62416562327584,0
1302,2018-12-05T00:00:00.000,Open - Dup,18-03293472,Pothole in Street,11637 S STEWART AVE,60628,1175714.4542086,1827747.39347256,34,5,53,41.682275139513926,-87.63224955777882,0
1303,2018-12-05T00:00:00.000,Open - Dup,18-03295115,Pothole in Street,55 W JACKSON BLVD,60604,1175844.68358904,1898976.81819175,4,1,32,41.87804984250302,-87.62984030496821,0
1304,2018-12-05T00:00:00.000,Open - Dup,18-03293932,Pothole in Street,4849 N CENTRAL PARK AVE,60625,1151510.31229956,1931984.55677884,33,17,14,41.96979554853136,-87.7181472367672,0
1305,2018-12-05T00:00:00.000,Open - Dup,18-03294202,Pothole in Street,3140 N LOWELL AVE,60641,1146773.6253279,1920525.86626726,31,25,20,41.938377260984595,-87.73615194777618,0
1306,2018-12-05T00:00:00.000,Open,18-03293348,Pothole in Street,11753 S STEWART AVE,60628,1175737.21419319,1826975.17447509,34,5,53,41.67999859364391,-87.63218489236043,0
1307,2018-12-05T00:00:00.000,Completed,18-03292508,Pothole in Street,5300 W WELLINGTON AVE,60641,1140521.59122247,1919434.99446708,31,25,19,41.93512926510608,-87.7591206552569,0
1308,2018-12-05T00:00:00.000,Open - Dup,18-03293799,Pothole in Street,11513 S STEWART AVE,60628,1175689.79480746,1828571.92657984,34,5,53,41.68477645081862,-87.63232209962001,0
1309,2018-12-05T00:00:00.000,Open - Dup,18-03293216,Pothole in Street,11812 S STEWART AVE,60628,1175749.01419319,1826586.37447509,34,5,53,41.67930432146677,-87.63245438400133,0
1310,2018-12-05T00:00:00.000,Open,18-03292533,Pothole in Street,8400 S SPRINGFIELD AVE,60652,1151860.54642662,1848586.43942435,18,8,70,41.74033910296463,-87.71932993386132,0
1311,2018-12-05T00:00:00.000,Open,18-03292777,Pothole in Street,5600 W GEORGE ST,60634,1138535.84772643,1918721.78020754,31,25,19,41.93320944750422,-87.7663722344414,0
1312,2018-12-05T00:00:00.000,Open,18-03292609,Pothole in Street,10700 S WASHTENAW AVE,60655,1160273.0399679,1833571.07001596,19,22,75,41.69891980950523,-87.68891757695485,0
1313,2018-12-05T00:00:00.000,Open,18-03290631,Pothole in Street,4800 N NB OUTER LAKE SHORE DR,60640,1170646.53912025,1932180.52549822,48,20,3,41.969439855648325,-87.64807149447667,0
1314,2018-12-05T00:00:00.000,Open,18-03292104,Pothole in Street,12903 S GREEN ST,60643,1173022.99259405,1819237.0560136,34,5,53,41.65938632025887,-87.64236305286583,0
1315,2018-12-05T00:00:00.000,Open,18-03290625,Pothole in Street,6400 S FAIRFIELD AVE,60629,1159145.22682126,1862070.33812661,17,8,66,41.777151691518384,-87.6922706259699,0
1316,2018-12-05T00:00:00.000,Completed,18-03295000,Pothole in Street,1600 W 65TH ST,60636,1166787.90617376,1861614.54362213,15,7,67,41.775942083651216,-87.66418708107487,46
1317,2018-12-05T00:00:00.000,Completed,18-03292499,Pothole in Street,5200 W WELLINGTON AVE,60641,1141184.83689419,1919450.71400602,31,25,19,41.93515989255218,-87.75668165486674,0
1318,2018-12-05T00:00:00.000,Completed,18-03290500,Pothole in Street,8318 S LAWNDALE AVE,60652,1153174.67718139,1849098.71471684,18,8,70,41.74163303988648,-87.71449979107793,3
1319,2018-12-05T00:00:00.000,Open,18-03297512,Pothole in Street,3207 W PETERSON AVE,60659,1153878.99439269,1939702.91871503,39,17,13,41.99027052584072,-87.70942335126769,0
1320,2018-12-05T00:00:00.000,Completed,18-03297497,Pothole in Street,1599 E 69TH ST,60637,1188131.09482245,1859555.50700856,5,3,43,41.76959069448508,-87.58595808374403,0
1321,2018-12-05T00:00:00.000,Open,18-03293958,Pothole in Street,5135 N CENTRAL PARK AVE,60625,1151461.0004231,1933883.09997017,39,17,13,41.974870335615776,-87.7182851142499,0
1322,2018-12-05T00:00:00.000,Open,18-03293131,Pothole in Street,11826 S STEWART AVE,60628,1175751.61419319,1826492.87447509,34,5,53,41.67890999046887,-87.63244340948938,0
1323,2018-12-05T00:00:00.000,Completed,18-03292591,Pothole in Street,5600 W WELLINGTON AVE,60634,1138514.42317,1919387.66060165,31,25,19,41.935037657106804,-87.76643300113246,0
1324,2018-12-05T00:00:00.000,Open - Dup,18-03293281,Pothole in Street,11808 S STEWART AVE,60628,1175748.21419319,1826613.17447509,34,5,53,41.679416954508504,-87.63245754166968,0
1325,2018-12-05T00:00:00.000,Open,18-03293371,Pothole in Street,12338 W FAIRHOPE AVE,60018,1094068.84246824,1943655.46661884,41,16,0,42.00227937315457,-87.92927419912873,0
1326,2018-12-05T00:00:00.000,Open - Dup,18-03296734,Pothole in Street,1599 N LA SALLE DR,60610,1174833.52052965,1910995.31348677,2,18,8,41.91106533115013,-87.63300048150086,0
1327,2018-12-05T00:00:00.000,Completed - Dup,18-03293910,Pothole in Street,7638 S LAFAYETTE AVE,60620,1177170.58000022,1854251.5400072,6,6,69,41.75516900676796,-87.62643587223454,0
1328,2018-12-05T00:00:00.000,Open - Dup,18-03290702,Pothole in Street,3100 S ASHLAND AVE,60608,1166170.81846579,1884149.14847147,12,9,59,41.83762234415814,-87.66588718054551,0
1329,2018-12-05T00:00:00.000,Open - Dup,18-03296903,Pothole in Street,4841 N AUSTIN AVE,60630,1135205.02742008,1931699.00308334,45,16,11,41.96884701812394,-87.77814379872078,0
1330,2018-12-05T00:00:00.000,Open,18-03290404,Pothole in Street,4000 N CALIFORNIA AVE,60618,1157001.03811838,1926458.03942685,33,17,16,41.954062238596016,-87.69839005643584,0
1331,2018-12-05T00:00:00.000,Open - Dup,18-03293769,Pothole in Street,11527 S STEWART AVE,60628,1175692.59480746,1828478.12657984,34,5,53,41.68438119488816,-87.63231128281643,0
1332,2018-12-05T00:00:00.000,Completed - Dup,18-03292770,Pothole in Street,136 E HURON ST,60611,1177304.56532675,1905104.40323282,42,18,8,41.8950523306416,-87.62417981178906,0
1333,2018-12-05T00:00:00.000,Open,18-03295427,Pothole in Street,2233 W WABANSIA AVE,60647,1161176.48742433,1911425.27220652,32,14,24,41.912519199517064,-87.68379778103159,0
